Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	20631817	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	19519505	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	15230627	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	18780321	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	19576186	NA	NA	NA	II
Clofarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	18728851	NA	NA	NA	II
Clofarabine	Ribonucleoside-diphosphate reductase	Protein	P08543	null	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Clofarabine	DNA	DNA	null	Homo sapiens	DrugBank	20631817	NA	NA	NA	II
Clofarabine	DNA	DNA	null	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Clofarabine	DNA	DNA	null	Homo sapiens	DrugBank	18728851	NA	NA	NA	II
Osimertinib	IGF1R	Protein	P08069	Homo sapiens	BindingDB	25271963	IC50	=	 2900000	III
Osimertinib	INSR	Protein	P06213	Homo sapiens	BindingDB	25271963	IC50	=	 912	III
Osimertinib	KCNH2	Protein	Q12809	Homo sapiens	BindingDB	25271963	IC50	=	 16200	III
Osimertinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	26522274	NA	NA	NA	II
Osimertinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25271963	IC50	=	 15000	III
Osimertinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=		I
Osimertinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25271963	IC50	=	 480000	III
Osimertinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25271963	IC50	=	 17000	III
Ibrutinib	BMX	Protein	P51813	Homo sapiens	IUPHAR	22394077	IC50	=	0.800000012	III
Ibrutinib	BMX	Protein	P51813	Homo sapiens	BindingDB	22394077	IC50	=	 0.8	III
Ibrutinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	21958547	IC50	=	 5.6	III
Ibrutinib	RET	Protein	P07949	Homo sapiens	BindingDB	22394077	IC50	=	 37	III
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	25802231	NA	NA	NA	II
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	24915291	IC50	>	7.5	III
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	21958547	IC50	=	 0.5	III
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	22621397	IC50	=	 0.50	III
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	IUPHAR	17154430	IC50	=	0.5	III
Ibrutinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	24915291	IC50	=	 14	III
Ibrutinib	FGFR2	Protein	P21802	Homo sapiens	BindingDB	NA_BindingDB_US Patent	IC50	=	 280	III
Ibrutinib	LYN	Protein	P07948	Homo sapiens	BindingDB	21958547	IC50	=	 200	III
Ibrutinib	BLK	Protein	P51451	Homo sapiens	BindingDB	22394077	IC50	=	 0.5	III
Ibrutinib	BLK	Protein	P51451	Homo sapiens	IUPHAR	22394077	IC50	=	0.5	III
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	16953837	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	19955815	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	15898717	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	IUPHAR	10607680	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1	Protein	P17181	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	16953837	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	19955815	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	15898717	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR2	Protein	P48551	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Peginterferon Alfa-2b	IFNAR1|IFNAR2	Protein	P17181|P48551	Homo sapiens	IUPHAR	10607680	NA	NA	NA	II
Axitinib	MAP2K6	Protein	P52564	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	IKBKE	Protein	Q14164	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CLK4	Protein	Q9HAZ1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	NEK1	Protein	Q96PY6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 200	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 330	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 830	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 290	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 84	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 800	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 20	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 230	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 2600	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 1.5	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 23	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 36	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 3.6	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 63	III
Axitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 36	III
Axitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	AKT2	Protein	P31751	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK38L	Protein	Q9Y2H1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ACVRL1	Protein	P37023	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	SRC	Protein	P12931	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RIPK4	Protein	P57078	Homo sapiens	BindingDB	22037378	KD	=	 1400	III
Axitinib	DYRK1A	Protein	Q13627	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK32A	Protein	Q8WU08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	Cell division control protein 2 homolog	Protein	P61075	Plasmodium falciparum (isolate 3D7)	BindingDB	22037378	KD	>	10000	III
Axitinib	SGK3	Protein	Q96BR1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PTK6	Protein	Q13882	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CAMK4	Protein	Q16566	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	=	 1100	III
Axitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	=	 990	III
Axitinib	MET	Protein	P08581	Homo sapiens	BindingDB	22037378	KD	=	 820	III
Axitinib	BMP2K	Protein	Q9NSY1	Homo sapiens	BindingDB	22037378	KD	=	 1000	III
Axitinib	MAPK4	Protein	P31152	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ROCK1	Protein	Q13464	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ACVR2A	Protein	P27037	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	AKT1	Protein	P31749	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	LIMK2	Protein	P53671	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP3K1	Protein	Q13233	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDKL5	Protein	O76039	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	FGFR1	Protein	P11362	Homo sapiens	BindingDB	22037378	KD	=	 380	III
Axitinib	TAOK2	Protein	Q9UL54	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIP5K1A	Protein	Q99755	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ERN1	Protein	O75460	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ZAP70	Protein	P43403	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP2K1	Protein	Q02750	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Axitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK3	Protein	Q00526	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIP4K2B	Protein	P78356	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSNK1A1	Protein	P48729	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK14	Protein	O94921	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	VRK2	Protein	Q86Y07	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	HCK	Protein	P08631	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TAOK3	Protein	Q9H2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK17A	Protein	Q9UEE5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK39	Protein	Q9UEW8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PAK6	Protein	Q9NQU5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	AURKB	Protein	Q96GD4	Homo sapiens	BindingDB	22037378	KD	=	 11	III
Axitinib	MAP3K19	Protein	Q56UN5	Homo sapiens	BindingDB	22037378	KD	=	 270	III
Axitinib	HIPK3	Protein	Q9H422	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EPHA2	Protein	P29317	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	IRAK3	Protein	Q9Y616	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	JAK2	Protein	O60674	Homo sapiens	BindingDB	22037378	KD	=	 3300	III
Axitinib	MTOR	Protein	P42345	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	SLK	Protein	Q9H2G2	Homo sapiens	BindingDB	22037378	KD	=	 1000	III
Axitinib	CAMK2A	Protein	Q9UQM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	BRSK2	Protein	Q8IWQ3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MERTK	Protein	Q12866	Homo sapiens	BindingDB	22037378	KD	=	 3200	III
Axitinib	DMPK	Protein	Q09013	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP3K6	Protein	O95382	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP3K13	Protein	O43283	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	HIPK2	Protein	Q9H2X6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ULK1	Protein	O75385	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RIPK2	Protein	O43353	Homo sapiens	BindingDB	22037378	KD	=	 9900	III
Axitinib	EPHB3	Protein	P54753	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	KDR	Protein	P35968	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Axitinib	KDR	Protein	P35968	Homo sapiens	DrugBank	18541897	NA	NA	NA	II
Axitinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	20869793	IC50	=	0.25	III
Axitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	20869793	IC50	=	 0.25	III
Axitinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22037378	Kd	=	5.900000095	III
Axitinib	KDR	Protein	P35968	Homo sapiens	BindingDB	22037378	KD	=	 5.9	III
Axitinib	BMPR1B	Protein	O00238	Homo sapiens	BindingDB	22037378	KD	=	 2900	III
Axitinib	PRKCD	Protein	Q05655	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK8	Protein	P49336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CAMK2G	Protein	Q13555	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	23829549	IC50	=	 46	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	24867403	Ki	=	 4.2	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	IUPHAR	23829549	IC50	=	46	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	25791677	IC50	=	 46	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	23829549	Ki	=	 4.2	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	25791677	Ki	=	 4.2	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	22037378	KD	=	 16	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	17655330	Ki	=	 4.2	III
Axitinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	24867403	IC50	=	 43	III
Axitinib	MUSK	Protein	O15146	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSNK2A2	Protein	P19784	Homo sapiens	BindingDB	22037378	KD	=	 2800	III
Axitinib	EIF2AK2	Protein	P19525	Homo sapiens	BindingDB	22037378	KD	=	 7400	III
Axitinib	LCK	Protein	P06239	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Axitinib	FGFR4	Protein	P22455	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK16	Protein	O75716	Homo sapiens	BindingDB	22037378	KD	=	 370	III
Axitinib	MYO3A	Protein	Q8NEV4	Homo sapiens	BindingDB	22037378	KD	=	 1900	III
Axitinib	MAPK10	Protein	P53779	Homo sapiens	BindingDB	22037378	KD	=	 1100	III
Axitinib	ROS1	Protein	P08922	Homo sapiens	BindingDB	22037378	KD	=	 3200	III
Axitinib	STK3	Protein	Q13188	Homo sapiens	BindingDB	22037378	KD	=	 2200	III
Axitinib	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK11B	Protein	P21127	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	SRPK1	Protein	Q96SB4	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Axitinib	PKN2	Protein	Q16513	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Axitinib	MAP3K11	Protein	Q16584	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TLK2	Protein	Q86UE8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIK3CD	Protein	O00329	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	NEK2	Protein	P51955	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIM2	Protein	Q9P1W9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK32B	Protein	Q9NY57	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	SYK	Protein	P43405	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	NTRK1	Protein	P04629	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Axitinib	ULK2	Protein	Q8IYT8	Homo sapiens	BindingDB	22037378	KD	=	 9900	III
Axitinib	TNNI3K	Protein	Q59H18	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RIOK2	Protein	Q9BVS4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	22037378	KD	=	 5300	III
Axitinib	ITK	Protein	Q08881	Homo sapiens	BindingDB	22037378	KD	=	 1200	III
Axitinib	CHEK1	Protein	O14757	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EPHA5	Protein	P54756	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CAMK1	Protein	Q14012	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CIT	Protein	O14578	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CLK2	Protein	P49760	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ZAK	Protein	Q9NYL2	Homo sapiens	BindingDB	22037378	KD	=	 2600	III
Axitinib	DCLK1	Protein	O15075	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TEC	Protein	P42680	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	BMX	Protein	P51813	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	NUAK1	Protein	O60285	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK32C	Protein	Q86UX6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPK15	Protein	Q8TD08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MYLK2	Protein	Q9H1R3	Homo sapiens	BindingDB	22037378	KD	=	 1300	III
Axitinib	CDK5	Protein	Q00535	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MST1R	Protein	Q04912	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	BMPR2	Protein	Q13873	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPKAPK5	Protein	Q8IW41	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSF1R	Protein	P07333	Homo sapiens	BindingDB	22037378	KD	=	 21	III
Axitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSF1	Protein	P09603	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Axitinib	NEK3	Protein	P51956	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TSSK1B	Protein	Q9BXA7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PRKCE	Protein	Q02156	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	YES1	Protein	P07947	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Axitinib	WEE2	Protein	P0C1S8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	FER	Protein	P16591	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	DAPK2	Protein	Q9UIK4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	LIMK1	Protein	P53667	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPK12	Protein	P53778	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIK3C2B	Protein	O00750	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	JAK3	Protein	P52333	Homo sapiens	BindingDB	22037378	KD	=	 3100	III
Axitinib	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK38	Protein	Q15208	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CHEK2	Protein	O96017	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CSNK1G1	Protein	Q9HCP0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TGFBR1	Protein	P36897	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP4K2	Protein	Q12851	Homo sapiens	BindingDB	22037378	KD	=	 1300	III
Axitinib	SIK3	Protein	Q9Y2K2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PRKG2	Protein	Q13237	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK25	Protein	O00506	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	TGFBR2	Protein	P37173	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CAMK1D	Protein	Q8IU85	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EPHB1	Protein	P54762	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PI4KB	Protein	Q9UBF8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	STK26	Protein	Q9P289	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ACVR1	Protein	Q04771	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	IKBKB	Protein	O14920	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPK8	Protein	P45983	Homo sapiens	BindingDB	22037378	KD	=	 3900	III
Axitinib	AXL	Protein	P30530	Homo sapiens	BindingDB	22037378	KD	=	 420	III
Axitinib	GAK	Protein	O14976	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Axitinib	GRK7	Protein	Q8WTQ7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPKAPK2	Protein	P49137	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDC42BPG	Protein	Q6DT37	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MARK4	Protein	Q96L34	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK18	Protein	Q07002	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	FGR	Protein	P09769	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Axitinib	ADCK3	Protein	Q8NI60	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIK3C2G	Protein	O75747	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PRKAA1	Protein	Q13131	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CAMK2B	Protein	Q13554	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	CDK9	Protein	P50750	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	LRRK2	Protein	Q5S007	Homo sapiens	BindingDB	22037378	KD	=	 990	III
Axitinib	LRRK2	Protein	Q5S007	Homo sapiens	BindingDB	22037378	KD	=	 920	III
Axitinib	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	SIK1	Protein	P57059	Homo sapiens	BindingDB	22037378	KD	=	 2100	III
Axitinib	EPHB4	Protein	P54760	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ERBB4	Protein	Q15303	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIM3	Protein	Q86V86	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	ERBB3	Protein	P21860	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	GRK4	Protein	P32298	Homo sapiens	BindingDB	22037378	KD	=	 2300	III
Axitinib	MAP2K2	Protein	P36507	Homo sapiens	BindingDB	22037378	KD	=	 2600	III
Axitinib	FRK	Protein	P42685	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 6200	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 2300	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KB1	Protein	P23443	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RIOK3	Protein	O14730	Homo sapiens	BindingDB	22037378	KD	=	 1000	III
Axitinib	PIK3CB	Protein	P42338	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAPK7	Protein	Q13164	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	PIM1	Protein	P11309	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MKNK1	Protein	Q9BUB5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Axitinib	DSTYK	Protein	Q6XUX3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
